地方公共団体コード,地方公共団体名,提出状況,[No.1]良く知っている,[No.1]知っているが詳細は分からない,[No.1]名前は知っている,[No.1]知らない,[No.2]2020年度中,[No.2]2021年上期,[No.2]2021年下期,[No.2]未計画,[No.2]オープンデータをすでに公開している,[No.3]自由記述,[No.4]自団体の公式サイト上でオープンデータを公開中,[No.4]都道府県が運営する外部のサイト上でオープンデータを公開中,[No.4]民間事業者が運営する外部のサイト上でオープンデータを公開中,[No.4]中央省庁所管のサイト（国土地理院等）上でオープンデータを公開中,[No.4]広域連携（一部事務組合、連携中枢都市圏等）で運営されているサイト上でオープンデータを公開,[No.4]オープンデータは公開していない,[No.5]公式サイト上にオープンデータについてのページがあり、オープンデータ取組自治体一覧登録の要件を満たしている,[No.5]公式サイト上にオープンデータについてのページがあるが、オープンデータ取組自治体一覧登録の要件を満たしていない,[No.5]オープンデータに関するページは公式HPに設けていない,[No.6]基礎的な統計情報（人口、産業等）,[No.6]防災分野の各種情報（指定緊急避難場所）,[No.6]地理空間情報（地図・地形・地質等）,[No.6]予算・決算・調達に関する情報（調達情報一覧）,[No.6]公共交通関連の情報（時刻表、運行状況等）,[No.6]環境に関する情報（大気、水質等）,[No.6]学校教育に関する情報（小中学校通学区域、学校給食献立）,[No.6]健康づくり、医療福祉に関する情報（医療機関、介護サービス事業所）,[No.6]公共施設の位置やサービスに関する情報（公共施設一覧、行政サービス一覧）,[No.6]観光に関する情報（観光施設、イベント）,[No.6]議会や各種会議の議事録（議会一覧）,[No.6]都市計画・まちづくりに関する情報（基礎調査、航空写真）,[No.6]交通事故や犯罪、火災等に関する情報（防災情報）,[No.6]子育てに関する情報（放課後児童クラブ、児童館）,[No.6]その他,[No.6]オープンデータを公開していない,[No.7]自由記述,[No.8]域内の市区町村もデータを公開可能なオープンデータページを運用している,[No.8]域内の市区町村もデータを公開可能なオープンデータページの構築を予定している,[No.8]域内の市区町村も巻き込んだ検討会等で取組を推進している（推奨データセットの活用等）,[No.8]域内の市区町村も巻き込んだ検討会等での取組の推進を予定している（推奨データセットの活用等）,[No.8]域内の市区町村へオープンデータの取組を促している（検討会等はないが、個別に働きかけている）,[No.8]域内の市区町村へオープンデータの取組を促す予定としている（検討会等はないが、個別に働きかける予定）,[No.8]域内の市区町村を巻き込んだ取組は予定していない,[No.9]他の市区町村と協調して、データを公開可能なオープンデータページを運用している,[No.9]他の市区町村と協調して、データを公開可能なオープンデータページの構築を予定している,[No.9]他の市区町村も巻き込んだ検討会や勉強会等での取組を推進している（推奨データセットの活用等）,[No.9]他の市区町村も巻き込んだ検討会や勉強会等での取組推進を予定している（推奨データセットの活用等）,[No.9]他の市区町村と協調して、オープンデータの取組を行っている（検討会や勉強会等はないが、個別に情報交換等の働きかけを行っている）,[No.9]他の市区町村と協調して、オープンデータの取組を行う予定（検討会や勉強会等の予定はないが、これから個別に情報交換等の働きかけを行う予定）,[No.9]域内の市区町村を巻き込んだ取組は予定していない,[No.10]都道府県から物的支援を受けている,[No.10]都道府県から人的支援を受けている,[No.10]都道府県から物的・人的支援を受けていない,[No.10]都道府県へ物的支援を提供している,[No.10]都道府県へ人的支援を提供している,[No.10]都道府県へ物的・人的支援を提供していない,[No.11]オープンデータの効果・メリット・ニーズが不明確,[No.11]オープンデータにどう取組んで良いか分からない,[No.11]統括する部門がない,[No.11]セキュリティ・権利関係が不明瞭,[No.11]オープンデータとして、出したくないデータがある,[No.11]オープンデータとして出すデータと出さないデータの仕訳、判断ができない,[No.11]機械判読に適したデータを用意できない,[No.11]オープンデータを開始した後の業務プロセスが不明,[No.11]予算がない,[No.11]オープンデータを担当する人的リソースがない,[No.11]首長の理解が得られない,[No.11]地方公共団体内部の合意形成が得られない,[No.11]原課の理解が得られない,[No.11]業務量の増加が予想されるため、導入できていない,[No.11]オープンデータの利活用が進まない,[No.11]他の地方公共団体と連携できない,[No.11]自団体にオープンデータの知識がある職員がいない,[No.11]その他,[No.11]課題や問題点はない,[No.12]オープンデータのセミナー・ワークショップ開催支援,[No.12]先進的な活用事例の公開,[No.12]利活用計画コンサルティング,[No.12]手順等をまとめたガイドラインの整備,[No.12]システム導入に関するコンサルティング,[No.12]低価格の導入パッケージ提供,[No.12]交付金,[No.12]オープンデータ作成・公開の作業支援,[No.12]オープンデータ作成・公開の作業支援ツール提供,[No.12]関係者の説得支援,[No.12]アプリコンテストの開催支援,[No.12]アイディアソン・ハッカソン等の開催支援,[No.12]オープンデータ官民ラウンドテーブルの開催支援,[No.12]推奨データセットの拡充,[No.12]他の地方公共団体との連携支援,[No.12]その他,[No.13]管理職向けのオープンデータ研修,[No.13]担当者向けのオープンデータ研修,[No.13]地方公共団体職員向けセミナー・ワークショップの開催,[No.13]地方公共団体職員以外(民間事業者等)向けセミナー・ワークショップの開催,[No.13]先進的な活用事例の調査,[No.13]利活用計画の策定,[No.13]システム導入,[No.13]更なるオープンデータ公開,[No.13]アプリコンテストの開催,[No.13]ハッカソン・アイディアソンの開催,[No.13]オープンデータ官民ラウンドテーブルの開催,[No.13]推奨データセットへの対応,[No.13]APIの公開・連携,[No.13]アプリ提供,[No.13]実証事業,[No.13]その他,[No.13]現在検討中・未だ検討できていない,[No.14]10以下,[No.14]11～50,[No.14]51～100,[No.14]101～500,[No.14]501～1000,[No.14]1001～5000,[No.14]5001～10000,[No.14]10000以上,[No.14]オープンデータを公開していない,[No.15]オープンデータを公開していない,[No.15]１つ星（PDF、画像等）,[No.15]２つ星（XLS等）,[No.15]３つ星（CSV等）,[No.15]４つ星（RDF等）,[No.15]５つ星（LOD等）,[No.16]10%未満,[No.16]10%以上30%未満,[No.16]30%以上50%未満,[No.16]50%以上70%未満,[No.16]70%以上90%未満,[No.16]90%以上,[No.16]不明,[No.16]オープンデータを公開していない,[No.17]AED設置箇所一覧,[No.17]介護サービス事業所一覧,[No.17]医療機関一覧,[No.17]文化財一覧,[No.17]観光施設一覧,[No.17]イベント一覧,[No.17]公衆無線LANアクセスポイント一覧,[No.17]公衆トイレ一覧,[No.17]消防水利施設一覧,[No.17]指定緊急避難場所一覧,[No.17]地域・年齢別人口,[No.17]公共施設一覧,[No.17]子育て施設一覧,[No.17]オープンデータ一覧,[No.17]食品等営業許可・届出一覧,[No.17]学校給食献立情報,[No.17]小中学校通学区域情報,[No.17]ボーリング柱状図等（自身のHPで公開）,[No.17]ボーリング柱状図等（外部のHPで公開）,[No.17]都市計画基礎調査情報,[No.17]調達情報,[No.17]標準的なバス情報フォーマット,[No.17]支援制度情報,[No.17]オープンデータの公開は行っているが、推奨データセットに準拠したデータを公開していない,[No.17]オープンデータを公開していない,[No.18]AED設置箇所一覧,[No.18]介護サービス事業所一覧,[No.18]医療機関一覧,[No.18]文化財一覧,[No.18]観光施設一覧,[No.18]イベント一覧,[No.18]公衆無線LANアクセスポイント一覧,[No.18]公衆トイレ一覧,[No.18]消防水利施設一覧,[No.18]指定緊急避難場所一覧,[No.18]地域・年齢別人口,[No.18]公共施設一覧,[No.18]子育て施設一覧,[No.18]オープンデータ一覧,[No.18]食品等営業許可・届出一覧,[No.18]学校給食献立情報,[No.18]小中学校通学区域情報,[No.18]ボーリング柱状図等（自身のHPで公開）,[No.18]ボーリング柱状図等（外部のHPで公開）,[No.18]都市計画基礎調査情報,[No.18]調達情報,[No.18]標準的なバス情報フォーマット,[No.18]支援制度情報,[No.18]すべでの推奨データセットに準拠したデータを公開済み,[No.18]推奨データセットに準拠したデータの公開は予定していない,[No.19]AED設置箇所一覧,[No.19]介護サービス事業所一覧,[No.19]医療機関一覧,[No.19]文化財一覧,[No.19]観光施設一覧,[No.19]イベント一覧,[No.19]公衆無線LANアクセスポイント一覧,[No.19]公衆トイレ一覧,[No.19]消防水利施設一覧,[No.19]指定緊急避難場所一覧,[No.19]地域・年齢別人口,[No.19]公共施設一覧,[No.19]子育て施設一覧,[No.19]オープンデータ一覧,[No.19]食品等営業許可・届出一覧,[No.19]学校給食献立情報,[No.19]小中学校通学区域情報,[No.19]ボーリング柱状図等（自身のHPで公開）,[No.19]ボーリング柱状図等（外部のHPで公開）,[No.19]都市計画基礎調査情報,[No.19]調達情報,[No.19]標準的なバス情報フォーマット,[No.19]支援制度情報,[No.19]公開を検討すべき推奨データセットはない,[No.20]自由記述,[No.21]自由記述,[No.22]API無し,[No.22]API有り,[No.22]オープンデータを公開していない,[No.23]オープンデータの更新は行っていない,[No.23]不定期で更新を行っているオープンデータがある,[No.23]定期的更新を行っているオープンデータがある,[No.23]リアルタイムで更新を行っているデータがある,[No.23]オープンデータを公開していない,[No.24]職員の業務負荷低減に繋がったオープンデータ利活用事例がある,[No.24]政策立案に繋がったオープンデータ利活用事例がある,[No.24]住民サービスの向上につながったオープンデータ活用事例がある,[No.24]災害時や緊急事態といった事象におけるオープンデータ利活用事例がある,[No.24]複数の市区町村を巻き込んだ広域のオープンデータ利活用事例がある,[No.24]民間事業者と連携したオープンデータ活用事例がある,[No.24]その他、オープンデータを活用した事例がある,[No.24]オープンデータを活用した事例はまだない,[No.24]オープンデータは公開していない,[No.25]自由記述,[No.26]オープンデータの取組を取りまとめる部署があり、共通の取組方針・推進方針等が存在する,[No.26]オープンデータの取組を取りまとめる部署があるが、共通の取組方針・推進方針等は存在しない,[No.26]個々の部署が個別にオープンデータの取組を行っており、共通の取組方針・推進方針等は存在しない,[No.26]オープンデータに関する取組は行っていない,[No.27]管理職を含むオープンデータ関連業務を専任で遂行する職員を2人以上置いている,[No.27]オープンデータ関連業務を専任で遂行する職員を2人以上置いている,[No.27]オープンデータ関連業務を専任で遂行する職員を1人置いている,[No.27]他の業務と兼任だが、オープンデータに係る業務を遂行する職員を2人以上置いている,[No.27]他の業務と兼任だが、オープンデータに係る業務を遂行する職員を1人置いている,[No.27]担当職員を置いていない,[No.28]自団体で自主的に研修会等を実施している,[No.28]都道府県が実施する研修会等に参加している,[No.28]他の地方公共団体が実施する研修会に参加している,[No.28]民間事業者等が実施する研修会等に参加している,[No.28]研修会等に参加していない,[No.29]ダウンロード数確認,[No.29]データの閲覧履歴確認(閲覧数）,[No.29]ページの滞在時間確認,[No.29]パブリックコメント,[No.29]有識者インタビュー,[No.29]利用者へアンケート,[No.29]オープンデータに関する窓口等の設定,[No.29]ハッカソン・アイディアソン,[No.29]アプリコンテストの開催,[No.29]オープンデータ官民ラウンドテーブル,[No.29]システム導入,[No.29]更なるオープンデータ公開,[No.29]アプリ提供,[No.29]APIの公開・連携,[No.29]実証事業,[No.29]先進的な活用事例の調査,[No.29]利活用計画の策定,[No.29]その他,[No.29]取組は実施していない,[No.30]自由記述,[No.31]ダウンロード数確認,[No.31]データの閲覧履歴確認(閲覧数）,[No.31]ページの滞在時間確認,[No.31]パブリックコメント,[No.31]有識者インタビュー,[No.31]利用者へアンケート,[No.31]オープンデータに関する窓口等の設定,[No.31]ハッカソン・アイディアソン,[No.31]アプリコンテストの開催,[No.31]オープンデータ官民ラウンドテーブル,[No.31]システム導入,[No.31]更なるオープンデータ公開,[No.31]アプリ提供,[No.31]APIの公開・連携,[No.31]実証事業,[No.31]先進的な活用事例の調査,[No.31]利活用計画の策定,[No.31]その他,[No.31]取組は実施していない,[No.32]定期的な意見交換を実施,[No.32]セミナー・ワークショップを開催,[No.32]アイデアソン・ハッカソンを実施,[No.32]オープンデータのシステムや業務プロセスに対する助言を受ける,[No.32]他団体と協定を結んだ活動を実施,[No.32]その他,[No.32]他団体との連携は行っていない,[No.33]自由記述,[No.34]日々の業務の一環として、オープンデータ関連の取組を継続的に行っている。,[No.34]日々の業務の一環としてではなく、その時の業務課題や状況に応じて、その都度（断続的に）オープンデータ関連の取組を行っている。,[No.34]オープンデータ関連の取組は何も行っていない。,[No.35]自由記述
010006,北海道,提出済,1,0,0,0,0,0,0,0,1,,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,,,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,・新型コロナウイルスまとめサイト\r\n・航空レーザーデータの報道機関への利用\r\n,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,市町村自体が「データを公開する」オープンデータの取組を全市町村が行うのは困難である。\r\nそのため、国や道に提供するオープンデータについて、「拒まない」ことをオープンデータに取り組んでいるという用にすることが必要。データは国や道で公開している方がいいものも多い。\r\nまた、最近Twitterなどで話題になった。東京都中野区の食品衛生施設一覧のオープンデータが拒まれた問題（180万円請求されたと言うこと）のように、【条例】によって縛られている自治体も多くある。\r\n条例で縛られている場合、担当者がいくらオープンデータに対して前向きであってもオープンにできないので、国から市町村担当者がオープンデータにしやすいよう、市町村の条例などでオープンデータを妨げているものについて把握し、是正を求めるようにした方がいいのではないかと思う。\r\nこれからは国が主導で「オープンデータは当たり前のもの」となるような施策が必要と思う。\r\nまた、今後は国主導で様々なシステムの統一などが行われていくかと思いますが、都道府県、市町村には、データを扱うシステムを作るときには、オープンデータの公開を考慮した、データ出力機能を付けることをデフォルトにするなどの仕様の統一を行ってほしい。そうすることで、データ公開側の手間が減って、データの更新などが進むようにできる。\r\n
020001,青森県,提出済,1,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,県内の祭、文化、工芸、風景等の画像、動画等ライブラリ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,1,0,0,　本県においては、令和元年3月から市町村や民間も登録できるオープンデータカタログサイトを運用しており、9月末現在で1、203ﾃﾞｰﾀセット、9755ﾌｧｲﾙが登録されている。\r\n　ﾌｧｲﾙﾀﾞｳﾝﾛｰﾄﾞ数は、本年度4～9月で6、465千件で前年度同期と比較して３倍となっている。\r\n　統計データについては統計分析課が主体となって登録を行っているが、統計表様式のエクセル形式（3、665ﾌｧｲﾙ）が中心でCSV形式（567ﾌｧｲﾙ)が少なく、機械判読可能なファイル形式への転換が課題となっている。\r\n　統計情報以外については、ホームページへの掲載データの転用が主でPDF形式（2448ﾌｧｲﾙ)やワード形式（2445ﾌｧｲﾙ)が多く、機械判読にはなじまないデータが多い。\r\n　住民への情報の提供や公開を目的として、公式ホームページに掲載することについては、業務として定着しているが、当該情報をオープンデータ化してカタログサイトに登録することについては、別途作業が発生するため業務として定着していないのが現状である。\r\n　推奨データセットに関連する情報については、公式ホームページで公開しているものが多いが、これをオープンデータとして推奨されるファイル形式を加工して提供することについて、できれば一度作業で両方のデータが作成できることが望ましいと考えている。このため、行政手続きなど定型のホームページコンテンツについては、エクセルとVBAで変換できる手法を試験的に開発するなどの取組を行っている。\r\n　一方、オープンデータの活用については、コロナ感染者数等の情報をCSV形式で提供し、NPO団体が活用して公開ページ（covid19.codeforaomori.org）を立ち上げるなど、活用事例がでてきている。
030007,岩手県,提出済,1,0,0,0,0,0,0,0,1,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,0,オープンデータが分かりやすい形で利活用されないと、原課の理解を得ることが難しく、オープンデータの公開が進まない。民間企業によるオープンデータ利活用のマッチング等の支援があれば利活用が促進され、公開も進むと思う。\r\nまた、本県の現状は、ホームページに掲載されたPDF等のデータをオープンデータと称して公開しているものがほとんどであり、国による統一的なデータ公開のプラットフォーム等があれば、よりよい形式でのオープンデータの公開が容易になると考える。
040002,宮城県,提出済,1,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,・みやぎFreeWi-Fiアクセスポイント一覧\r\n・新型コロナウイルス感染症支援情報　等,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,
050008,秋田県,提出済,1,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,宗教法人名簿、秋田県証紙の売りさばき場所、市町村所在地・コード一覧　等,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,特になし,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,1,0,・オープンデータの目的は理解できるが、様々な業務を限られた人数で対応する必要がある中では、オープンデータの取組の優先度は低いほか、明確な効果を数値等により現しにくいため、予算要求における説明等も非常に難しい。オープンデータの取組を推進するのであれば、自治体の取組に対する政府からの強力な人的・金銭的なインセンティブが必要ではないかと考える。
060003,山形県,提出済,1,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,民間企業がどういったデータを求めているか、定期的に情報提供を受けたい。
070009,福島県,提出済,1,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,新型コロナウイルス感染症に関する各種データ（陽性患者属性、検査件数、相談窓口相談件数、帰国者・接触者相談センター相談件数）,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,オープンデータに今だ取り組んでいない市町村に対してICTの専門家（民間企業）を派遣し、オープンデータへの取組開始を支援している。,1,0,0,県内市町村からは、オープンデータを公開したとしても需要がないとの意見が多い。地域の民間企業等にオープンデータを活用していただくには、どのように働きかけるのが効果的か助言が欲しい。
080004,茨城県,提出済,1,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,県内企業と連携し、域内の全市町村がデータを公開可能なポータルサイトを構築・運用するとともに、\r\nワークショップの開催や個別に市町村を訪問し、公開に向けた取り組みを行っている。,1,0,0,
090000,栃木県,提出済,1,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,県で提供可能な推奨データセットは概ね掲載済みのため。（今後は、掲載済みのデータについて、標準フォーマットに合わせることに努める予定。）,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,推奨データセットの公開についての支援,1,0,0,
100005,群馬県,提出済,0,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,0,
